from,Goldilocks,Overheating,Stagflation,Recession
Goldilocks,0.8764044943820225,0.056179775280898875,0.0,0.06741573033707865
Overheating,0.08888888888888889,0.8,0.1111111111111111,0.0
Stagflation,0.0,0.031578947368421054,0.8736842105263158,0.09473684210526316
Recession,0.03773584905660377,0.006289308176100629,0.050314465408805034,0.9056603773584906
